,uuid,creditCode,regNo,orgCodes,entStatus,regCap,frName,industryPhyName,esDate,opFrom,opTo,regOrgProvince,regOrg,entType,entName,dom,opScope,approvedTime,phoneNumber,email,oldName,validTime,industryLargeName,industryMiddleName,county,industryType,createTime,updateTime,isDeleted,state,city,website
10,955b5da2-d83f-11e9-80c9-fa163e3115c2,91110000101927796W,110000004631855,101927796,开业,292374.278200万人民币,王靖,科学研究和技术服务业,1995-12-02,2000-08-16,,北京市,北京市工商行政管理局海淀分局,其他股份有限公司(上市),北京信威科技集团股份有限公司,北京市海淀区东北旺西路8号中关村软件园7号楼一层,技术开发、技术推广、技术转让、技术咨询、技术服务；销售、租赁、安装及维修通讯设备、电子产品；计算机系统服务；货物进出口、技术进出、代理进出口。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,2017-11-16,010-62802288,investor@xinwei.com.cn,"北京中创信测科技股份有限公司,北京信威通信科技集团股份有限公司",长期,科技推广和应用服务业,其他科技推广和应用服务业,海淀区,大健康,2019-09-16 13:05:21,2019-09-16 13:05:21,0,1,北京市,http://www.xinweigroup.com.cn/
11,694dc803-d850-11e9-80c9-fa163e3115c2,91310000734047094H,310000400110706,734047094,存续（在营、开业、在册）,34101.018200万人民币,海乐,租赁和商务服务业,1995-03-30,1995-03-30,,上海市,上海市市场监督管理局,其他股份有限公司(上市),运盛（上海）医疗科技股份有限公司,上海市青浦区赵巷镇沪青平公路2855弄1-72号A座2A层2A08号,从事医疗科技领域内的科技技术开发、技术咨询、技术服务、技术转让，医疗器械经营，投资咨询和投资管理，医疗行业计算机软硬件的技术开发、项目投资管理，实业投资管理，企业管理咨询。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,1995-03-30,021-50720888,无,运盛（上海）实业股份有限公司,长期,商务服务业,企业管理服务,青浦区,大健康,2019-09-16 15:05:48,2019-09-16 15:05:48,0,1,上海市,http://www.winsan.cn/
12,960f5f7e-d83f-11e9-80c9-fa163e3115c2,9142058373914001XH,420500400000854,73914001X,存续（在营、开业、在册）,42217.693800万,崔金海,批发和零售业,2002-07-24,2002-07-24,,湖北省,宜昌市市场监督管理局,股份有限公司(上市、自然人投资或控股),奥美医疗用品股份有限公司,枝江市马家店七星大道18号,生产、销售、研发医用卫生材料、无纺布制品及其它医疗用品、卫生用品、体育用品、婴儿用品、纺织、服装；货物进出口贸易（不包括进口商品分销业务；国家限制公司经营或限制进出口的商品或技术除外）；机械设备租赁；房屋出租；商务信息咨询服务、会务会展服务(按许可证或批准文件核定内容经营，未取得相关有效许可或批准文件的，不得经营)###,2019-05-27,0717-4211420,2193591074@qq.com,枝江奥美医疗用品有限公司,长期,批发业,医药及医疗器材批发,枝江市,大健康,2019-09-16 13:05:22,2019-09-16 13:05:22,0,1,宜昌市,allmed-china.com
13,966daebb-d83f-11e9-80c9-fa163e3115c2,91330600609661634M,330600400002113,609661634,存续,14000.000000万人民币,鲁建国,制造业,1994-08-18,1994-08-18,9999-09-09,浙江省,浙江省市场监督管理局,股份有限公司(上市、自然人投资或控股),振德医疗用品股份有限公司,浙江省绍兴市越城区皋埠镇皋北工业区,生产、销售：第一类医疗器械、第二类医疗器械、第三类医疗器械、一次性使用卫生用品、日常防护用品、劳动保护用品、特殊劳动防护用品、消毒产品、化妆品、运动防护用品、体育用品；货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-08-05,18658515989,jhp@zhende.com,绍兴振德医用敷料有限公司,长期,纺织业,针织或钩针编织物及其制品制造,越城区,大健康,2019-09-16 13:05:23,2019-09-16 13:05:23,0,1,绍兴市,http://www.zhende.com
14,96bfadaf-d83f-11e9-80c9-fa163e3115c2,91320400250815683R,320483000092759,250815683,存续（在营、开业、在册）,16900.000000万人民币,李平,制造业,1990-07-04,1990-07-04,,江苏省,常州市市场监督管理局,股份有限公司(上市),江苏南方卫材医药股份有限公司,江苏武进经济开发区果香路1号,二类6864医用卫生材料及敷料的制造；贴剂、贴膏剂的制造、中药提取；一类基础外科手术器械、物理治疗设备、手术室、急救室、诊疗室设备及器具、医用冷疗、低温、冷藏设备及器具、医用高分子材料及制品的制造、销售；织布；日用品、运动用品及运动护具的制造、销售；化妆品销售；自营和代理各类商品及技术的进出口业务（国家禁止或限制企业经营的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-06-28,0519-86361050,info@nanfangmedical.com,,长期,专用设备制造业,医疗仪器设备及器械制造,,大健康,2019-09-16 13:05:24,2019-09-16 13:05:24,0,1,,www.nfmedical.com.cn
15,971b1f14-d83f-11e9-80c9-fa163e3115c2,91440300279534922P,440301103299533,279534922,存续（在营、开业、在册）,70591.791400万人民币,梁桂秋,制造业,1998-03-13,1998-03-13,2048-03-13,广东省,深圳市市场监督管理局,股份有限公司(上市),深圳市尚荣医疗股份有限公司,深圳市龙岗区宝龙工业城宝龙5路2号尚荣科技工业园1号厂房2楼,一般经营项目是：医疗设备及医疗系统工程、医疗设施的技术开发（不含限制项目）；净化及机电设备的安装；建筑材料、五金制品、机电产品、电子电器产品的购销及其他国内商业、物资供销业（不含专营、专控、专卖商品）；兴办实业（具体项目另行申报）；医疗器械销售（具体按许可证办理）；医疗器械设计、生产及销售；医疗器械、设备的租赁；进出口业务（具体按进出口资格证书经营）；建筑工程施工；建筑工程安装；建筑室内外装修装饰工程；市政公用工程的施工；地基与基础工程的施工；房屋建筑消防设施工程的施工；建筑劳务分包（取得建设行政主管部门的资质证书方可经营）；救护车生产和销售；投资建设医院。，许可经营项目是：,2019-06-20,0755-82290988,hr@glory-medical.com.cn,深圳市尚荣医疗设备有限公司,2048-03-13,专用设备制造业,医疗仪器设备及器械制造,龙岗区,大健康,2019-09-16 13:05:24,2019-09-16 13:05:24,0,1,深圳市,http://www.glory-medical.com.cn
16,29afa6e4-4bc1-11e9-a8b1-fa163e5275a2,91310000769685408G,310109000393135,769685408,存续（在营、开业、在册）,3120万人民币,夏其峰,信息传输、软件和信息技术服务业,2004-12-09,2004-12-09,,上海市,上海市工商行政管理局,股份有限公司（非上市、自然人投资或控股）,上海海典软件股份有限公司,中国（上海）自由贸易试验区金湘路345号2225室,计算机软硬件、网络技术、信息技术领域内的“四技”服务，第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务），计算机软硬件销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,2004-12-09,021-50111521,fengjun1016@hydee.cn,上海海典软件有限公司,长期,软件和信息技术服务业,信息技术咨询服务,自由贸易试验区,大健康,2019-03-21 18:07:41,2019-03-21 18:07:41,0,0,,WWW.HYDEE.CN
17,9783e870-d83f-11e9-80c9-fa163e3115c2,9137020273728436XX,370202228063854,73728436X,在营（开业）企业,2189.782000万,赵兴庭,信息传输、软件和信息技术服务业,2002-05-23,2002-05-23,,山东省,青岛市市场监督管理局,其他股份有限公司(非上市),青岛雨诺网络信息股份有限公司,青岛市市南区宁夏路288号软件产业基地G3楼113室、115室,计算机软硬件开发及技术服务；数据库及网络技术开发、服务；批发、零售自有研发产品、计算机软硬件及配件、电子设备及耗材；企业管理咨询；营销策划；形象策划；市场调查；人才信息咨询服务（不含劳务中介咨询）；展览展示服务；设计、制作、代理、发布国内广告业务；批发、零售：Ⅰ、Ⅱ类医疗器械；网上销售药品、医疗器械；医疗器械租赁；办公设备租赁。（以上范围需经许可经营的，须凭许可证经营）。,2019-07-08,0532-85886309,romens@romens.cn,青岛雨人软件科技有限公司,长期,互联网和相关服务,互联网信息服务,市南区,大健康,2019-09-16 13:05:25,2019-09-16 13:05:25,0,1,青岛市,
18,97d9153e-d83f-11e9-80c9-fa163e3115c2,9133000025393934X6,,25393934X,存续,72831.262800万人民币,葛航,信息传输、软件和信息技术服务业,1997-12-10,1997-12-10,,浙江省,浙江省市场监督管理局,股份有限公司(上市、自然人投资或控股),创业慧康科技股份有限公司,浙江省杭州市滨江区长河街道越达巷92号创业智慧大厦五楼,物联网技术、数据处理技术、信息技术的技术开发、技术咨询、技术服务，经营增值电信业务（凭许可证经营），医疗器械生产（详见《医疗器械生产企业许可证》），医疗器械经营（限批发，范围详见《中华人民共和国医疗器械经营企业许可证》），电子计算机软件的技术开发、咨询及服务、成果转让，电子计算机的安装、维修，智能楼宇工程、电子与智能化工程、消防设施工程、机电安装工程、灯光工程、音响工程、舞台机械工程的设计、施工，电子计算机及配件的批发，经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-08-01,0571-88217878,bsoft@bsoft.com.cn,创业软件股份有限公司,长期,软件和信息技术服务业,软件开发,滨江区,大健康,2019-09-16 13:05:25,2019-09-16 13:05:25,0,1,杭州市,http://www.bsoft.com.cn
19,982e7f9a-d83f-11e9-80c9-fa163e3115c2,91330000754441902G,330102000028950,754441902,存续,80788.533400万人民币,章笠中,批发和零售业,2003-11-21,2003-11-21,2033-11-19,浙江省,浙江省市场监督管理局,其他股份有限公司(上市),思创医惠科技股份有限公司,浙江省杭州市拱墅区莫干山路1418—25号（上城科技经济园）,塑胶产品、电子产品、五金产品的制造（凭许可证经营）。物联网技术开发、技术应用推广服务，信息系统集成，塑胶产品、电子产品、五金产品的开发及销售，货物进出口，商业、饮食、服务专用设备、社会公共安全设备及器材的制造，房屋、设备租赁，医疗技术、计算机软硬件的技术开发、技术咨询、技术服务，洗衣服务，纺织品、医疗器械、日用百货、消毒用品（不含药品）的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2018-05-28,28975273,,杭州中瑞思创科技股份有限公司,2033-11-19,批发业,机械设备、五金产品及电子产品批发,拱墅区,大健康,2019-09-16 13:05:26,2019-09-16 13:05:26,0,1,杭州市,
20,8384bd74-4bbf-11e9-a8b1-fa163e5275a2,91350200612040492E,350298200002795,612040492,存续（在营、开业、在册）,43000.000000万人民币,张曦,信息传输、软件和信息技术服务业,2000-07-14,2000-07-14,2050-07-13,福建省,厦门市市场监督管理局,股份有限公司(上市、自然人投资或控股),易联众信息技术股份有限公司,厦门市软件园二期观日路18号502室,其他未列明信息技术服务业（不含需经许可审批的项目）(研发、设计和生产智能卡、银行卡；销售智能卡)；商务信息咨询；档案处理及档案电子化服务；第一类医疗器械批发；第一类医疗器械零售；第二类医疗器械批发；第二类医疗器械零售；第三类医疗器械批发；第三类医疗器械零售；医疗诊断、监护及治疗设备制造；其他医疗设备及器械制造(仅限其分支机构代为加工)；卫生材料及医药用品制造(仅限其分支机构代为加工)；互联网接入及相关服务（不含网吧）；软件开发；信息系统集成服务；信息技术咨询服务；数据处理和存储服务；集成电路设计；数字内容服务；其他机械设备及电子产品批发；呼叫中心（不含需经许可审批的项目）；新材料技术推广服务；其他未列明电信业务；计算机、软件及辅助设备批发；计算机、软件及辅助设备零售；通信设备零售；其他电子产品零售；节能技术推广服务；互联网销售；通讯及广播电视设备批发；对第一产业、第二产业、第三产业的投资（法律、法规另有规定除外）；投资管理（法律、法规另有规定除外）；资产管理（法律、法规另有规定除外）；投资咨询（法律、法规另有规定除外）；企业管理咨询；投资管理咨询（法律、法规另有规定除外）；经营各类商品和技术的进出口（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外；互联网信息服务（不含药品信息服务和网吧）；包装装潢及其他印刷；装订及印刷相关服务。,2018-08-14,6307571,1757132245@qq.com,,2050-07-13,软件和信息技术服务业,信息系统集成服务,,大健康,2019-03-21 17:55:53,2019-03-21 17:55:53,0,0,厦门市,http://s3.ylzinfo.com:8085/
21,b5eb1336-4bc0-11e9-a8b1-fa163e5275a2,91330100563023775L,330108000063896,563023775,存续,8309.000000万人民币,杨一兵,信息传输、软件和信息技术服务业,2010-10-26,2010-10-26,,浙江省,浙江省工商行政管理局,其他股份有限公司(上市),浙江和仁科技股份有限公司,浙江省杭州市滨江区西兴街道新联路625号,第二类：软件经营；第二类6870软件生产（生产地址详见《医疗器械生产企业许可证》）。服务：软件开发，计算机软硬件、网络技术、系统集成、机电一体化产品的技术开发、技术服务、技术咨询、成果转让，建筑智能化工程的设计与施工（凭资质证书经营），自有房屋租赁，物业管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2018-12-05,057181397000,,,长期,软件和信息技术服务业,软件开发,滨江区,大健康,2019-03-21 18:04:27,2019-03-21 18:04:27,0,0,杭州市,http://www.herenit.com
22,851f43e6-4bbf-11e9-a8b1-fa163e5275a2,913200006933449995,320594000141931,693344999,存续（在营、开业、在册）,8092.260000万人民币,翁康,信息传输、软件和信息技术服务业,2009-08-14,2009-08-14,,江苏省,江苏省工商行政管理局,股份有限公司(中外合资、上市),苏州麦迪斯顿医疗科技股份有限公司,苏州工业园区归家巷222号,研发医疗器械、计算机软硬件及通信技术，医用机器人导航系统，微创手术平台系统，机电一体化产品；提供计算机系统集成、信息网络及数据处理的技术服务、技术咨询、技术转让；建筑智能化、净化工程的设计、施工及工程咨询；组装生产微型计算机；销售本公司自主研发生产的产品；从事医疗器械、计算机软硬件、电子产品的批发、进出口、佣金代理（拍卖除外）、自有房屋租赁及相关业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2017-12-05,051262621268,mengdi.c@medicalsystem.cn,,长期,软件和信息技术服务业,软件开发,,大健康,2019-03-21 17:55:56,2019-03-21 17:55:56,0,0,苏州市,www.medicalsystem.com.cn
23,98bcaaa7-d83f-11e9-80c9-fa163e3115c2,91330000102930559P,330000000002790,102930559,存续,32064.000000万人民币,吕建明,租赁和商务服务业,1995-08-30,1995-08-30,2025-08-29,浙江省,浙江省工商行政管理局,其他股份有限公司(上市),通策医疗投资股份有限公司,浙江省杭州市上城区平海路57号,医疗器械、日用品、消毒用品的销售，投资管理，经营进出口业务，技术开发、技术咨询及技术服务，培训服务（不含办班培训）。,2017-04-18,87283503,,中燕纺织股份有限公司,2025-08-29,商务服务业,企业管理服务,上城区,大健康,2019-09-16 13:05:27,2019-09-16 13:05:27,0,1,杭州市,http://www.tcmedical.com.cn
24,990acf5c-d83f-11e9-80c9-fa163e3115c2,91320100134896447M,320100000005754,134896447,存续（在营、开业、在册）,129271.341800万人民币,袁亚非,批发和零售业,1991-05-14,1991-05-14,2045-09-27,江苏省,南京市市场监督管理局,股份有限公司(上市),南京新街口百货商店股份有限公司,南京市秦淮区中山南路1号,预包装食品、散装食品（炒货、蜜饯、糕点、茶叶）、保健食品、冷热饮品销售；中餐制售；音像制品、卷烟、雪茄烟、烟丝、罚没国外烟草制品零售；百货、化妆品、纺织品、针织品、服装、鞋帽、眼镜（不含角膜接触镜及护理液）、钟表、玉器、珠宝、金银制品、乐器、体育用品、文化办公用品、五金交电、电脑软、硬件及耗材、照相器材、电器机械及器材、普通机械、电子产品及通信设备、工艺美术品、自行车、电动车、汽车配件、化工产品、劳保用品、金属材料、木材、建筑材料、橡胶及制品、汽车（不含小轿车）销售；设计、制作、代理、发布国内各类广告（凭许可证经营除外）；房屋销售、租赁；物业管理；经营各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）；停车场服务；儿童室内软体游乐场；医疗行业投资；医疗信息服务；远程医疗软件研发、生产、销售；健康相关产业产品的技术开发、技术咨询、成果转让、咨询服务；医疗器械的研究、开发及技术咨询；保健食品研发及信息咨询服务；养老服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2018-12-13,025-84715188,IRM@njxb.com,,2045-09-27,批发业,纺织、服装及家庭用品批发,秦淮区,大健康,2019-09-16 13:05:27,2019-09-16 13:05:27,0,1,南京市,www.njxb.com
25,995bb3b8-d83f-11e9-80c9-fa163e3115c2,91310000631191552K,310000000063412,631191552,存续（在营、开业、在册）,44160.900000万人民币,张宪淼,租赁和商务服务业,1998-07-01,1998-07-01,,上海市,上海市市场监督管理局,其他股份有限公司(上市),上海康德莱企业发展集团股份有限公司,上海市嘉定区高潮路658号1幢2楼,实业投资、资产管理；国内贸易（除专项审批项目）；电子产品、机械成套、金属材料、计算机软硬件、高新技术产品的科研、开发、加工、生产；医用高分子材料及制品、卫生材料及敷料、塑料制品、金属管的制造、销售，生产、销售一次性输血、输液器具、一次性注射器械，销售一次性使用血管内导管，麻醉用导管；进出口（外经贸委批准范围内）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,1998-07-01,021-59140559,xux@kdlchina.com,,长期,商务服务业,企业管理服务,嘉定区,大健康,2019-09-16 13:05:28,2019-09-16 13:05:28,0,1,上海市,www.kdlchina.com
26,99a8c300-d83f-11e9-80c9-fa163e3115c2,91621200720251588Y,621200200001523,720251588,存续（在营、开业、在册）,186523.643000万人民币,王伟,制造业,2001-09-30,2001-09-30,2031-09-29,甘肃省,陇南市工商行政管理局,股份有限公司,恒康医疗集团股份有限公司,甘肃省陇南市康县王坝独一味工业园区,片剂、糖浆剂、颗粒剂、散剂、酒剂、硬胶囊剂、软胶囊剂、口服液、合剂、丸剂（微丸）、滴丸剂（含中药前处理、提取）、凝胶膏；中、藏药材种植、研究，高原生物开发、收购（国家明令禁止的除外），中药饮片；药品、食品、医疗器械的研究开发及技术咨询；日化用品、生物制品销售；医疗投资管理。,2019-08-23,028-85950888,28519114@qq.com,,2031-09-29,医药制造业,生物药品制造,康县,大健康,2019-09-16 13:05:28,2019-09-16 13:05:28,0,1,陇南市,www.hkmg.com
